Title,Title20,Country/Region,SCIE,SSCI,AHCI,ESCI
CASE REPORTS IN OPHTHALMOLOGY,CASE REP OPHTHAL,SWITZERLAND,,,,X
CASE REPORTS IN OPHTHALMOLOGICAL MEDICINE,CASE REP OPHTHALMOL,UNITED STATES,,,,X
CASE REPORTS IN OTOLARYNGOLOGY,CASE REP OTOLARYNGOL,UNITED STATES,,,,X
CASE REPORTS IN PATHOLOGY,CASE REP PATHOL,UNITED STATES,,,,X
CASE REPORTS IN PEDIATRICS,CASE REP PEDIAT,UNITED STATES,,,,X
CASE REPORTS IN PERINATAL MEDICINE,CASE REP PERINAT MED,GERMANY,,,,X
CASE REPORTS IN PLASTIC SURGERY AND HAND SURGERY,CASE REP PLAST SURG,ENGLAND,,,,X
CASE REPORTS IN SURGERY,CASE REP SURG,UNITED STATES,,,,X
CASE STUDIES IN CONSTRUCTION MATERIALS,CASE STUD CONSTR MAT,ENGLAND,X,,,
CASE STUDIES IN THE ENVIRONMENT,CASE STUD ENVIRON,UNITED STATES,,,,X
CASE STUDIES IN THERMAL ENGINEERING,CASE STUD THERM ENG,NETHERLANDS,X,,,
CASE STUDIES ON TRANSPORT POLICY,CASE STUD TRANSP POL,NETHERLANDS,,,,X
CASPIAN JOURNAL OF INTERNAL MEDICINE,CASP J INTERN MED,IRAN,,,,X
CASTANEA,CASTANEA,UNITED STATES,X,,,
CASTILLA-ESTUDIOS DE LITERATURA,CASTILLA,SPAIN,,,,X
CATALOGING & CLASSIFICATION QUARTERLY,CAT CLASSIF Q,ENGLAND,,,,X
CATALYSIS COMMUNICATIONS,CATAL COMMUN,UNITED STATES,X,,,
CATALYSIS IN INDUSTRY,CATAL IND,RUSSIA,,,,X
CATALAN JOURNAL OF COMMUNICATION & CULTURAL STUDIES,CATAL J COMMU CUL ST,ENGLAND,,,,X
CATALYSIS LETTERS,CATAL LETT,UNITED STATES,X,,,
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATAL REV,UNITED STATES,X,,,
CATALYSIS SCIENCE & TECHNOLOGY,CATAL SCI TECHNOL,ENGLAND,X,,,
CATALYSIS SURVEYS FROM ASIA,CATAL SURV ASIA,UNITED STATES,X,,,
CATALYSIS TODAY,CATAL TODAY,NETHERLANDS,X,,,
CATALAN JOURNAL OF LINGUISTICS,CATALAN J LINGUIST,SPAIN,,,,X
CATALYSTS,CATALYSTS,SWITZERLAND,X,,,
CATEDRAL TOMADA-REVISTA DE CRITICA LITERARIA LATINOAMERICANA-JOURNAL OF LATIN AMERICAN LITERARY CRITICISM,CATEDR TOMADA,UNITED STATES,,,,X
CATEGORIES AND GENERAL ALGEBRAIC STRUCTURES WITH APPLICATIONS,CATEG GEN ALGEBRAIC,IRAN,,,,X
CATENA,CATENA,GERMANY,X,,,
CATHOLIC BIBLICAL QUARTERLY,CATH BIBLICAL QUART,UNITED STATES,,,X,
CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS,CATHETER CARDIO INTE,UNITED STATES,X,,,
CATHOLIC HISTORICAL REVIEW,CATHOL HIST REV,UNITED STATES,,,X,
CATHOLIC SOCIAL SCIENCE REVIEW,CATHOL SOC SCI REV,UNITED STATES,,,,X
CATHOLIC UNIVERSITY LAW REVIEW,CATHOL U LAW REV,UNITED STATES,,X,,
CATRINA-THE INTERNATIONAL JOURNAL OF ENVIRONMENTAL SCIENCES,CATRINA,EGYPT,,,,X
CATTLE PRACTICE,CATTLE PRACT,ENGLAND,X,,,
CAUCASUS SURVEY,CAUCASUS SURV,ENGLAND,,,,X
CAUCE-REVISTA INTERNACIONAL DE FILOLOGIA COMUNICACION Y SUS DIDACTICAS,CAUCE,SPAIN,,,,X
CAURIENSIA-REVISTA ANUAL DE CIENCIAS ECLESIASTICAS,CAURIENSIA,SPAIN,,,,X
CBE-LIFE SCIENCES EDUCATION,CBE-LIFE SCI EDUC,UNITED STATES,X,,,
CCF TRANSACTIONS ON HIGH PERFORMANCE COMPUTING,CCF T HIGH PERFORM C,SINGAPORE,,,,X
CCF TRANSACTIONS ON PERVASIVE COMPUTING AND INTERACTION,CCF T PERVAS COMPUT,SINGAPORE,,,,X
CEA CRITIC,CEA CRITIC,UNITED STATES,,,X,
CEAS SPACE JOURNAL,CEAS SPACE J,AUSTRIA,,,,X
CEDILLE-REVISTA DE ESTUDIOS FRANCESES,CEDILLE,SPAIN,,,,X
CELEBRITY STUDIES,CELEBR STUD,ENGLAND,,X,X,
CELEHIS-REVISTA DEL CENTRO DE LETRAS HISPANOAMERICANAS,CELEHIS,ARGENTINA,,,,X
CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,CELEST MECH DYN ASTR,NETHERLANDS,X,,,
CELL,CELL,UNITED STATES,X,,,
CELL ADHESION & MIGRATION,CELL ADHES MIGR,UNITED STATES,X,,,
CELL BIOCHEMISTRY AND BIOPHYSICS,CELL BIOCHEM BIOPHYS,UNITED STATES,X,,,
CELL BIOCHEMISTRY AND FUNCTION,CELL BIOCHEM FUNCT,DENMARK,X,,,
CELL BIOLOGY INTERNATIONAL,CELL BIOL INT,ENGLAND,X,,,
CELL BIOLOGY AND TOXICOLOGY,CELL BIOL TOXICOL,UNITED STATES,X,,,
CELL AND BIOSCIENCE,CELL BIOSCI,ENGLAND,X,,,
CELL CALCIUM,CELL CALCIUM,ENGLAND,X,,,
CELL CHEMICAL BIOLOGY,CELL CHEM BIOL,UNITED STATES,X,,,
CELLULOSE CHEMISTRY AND TECHNOLOGY,CELL CHEM TECHNOL,ROMANIA,X,,,
CELL COMMUNICATION AND SIGNALING,CELL COMMUN SIGNAL,ENGLAND,X,,,
CELL CYCLE,CELL CYCLE,UNITED STATES,X,,,
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,ENGLAND,X,,,
CELL DEATH & DISEASE,CELL DEATH DIS,ENGLAND,X,,,
CELL DEATH DISCOVERY,CELL DEATH DISCOV,ENGLAND,X,,,
CELL DISCOVERY,CELL DISCOV,PEOPLES R CHINA,X,,,
CELL DIVISION,CELL DIV,ENGLAND,X,,,
CELL HOST & MICROBE,CELL HOST MICROBE,UNITED STATES,X,,,
CELLULAR IMMUNOLOGY,CELL IMMUNOL,UNITED STATES,X,,,
CELL JOURNAL,CELL J,IRAN,X,,,
CELL METABOLISM,CELL METAB,UNITED STATES,X,,,
CELLULAR MICROBIOLOGY,CELL MICROBIOL,ENGLAND,X,,,
CELLULAR AND MOLECULAR BIOENGINEERING,CELL MOL BIOENG,UNITED STATES,X,,,
CELLULAR AND MOLECULAR BIOLOGY,CELL MOL BIOL,FRANCE,X,,,
CELLULAR & MOLECULAR BIOLOGY LETTERS,CELL MOL BIOL LETT,POLAND,X,,,
CELLULAR AND MOLECULAR GASTROENTEROLOGY AND HEPATOLOGY,CELL MOL GASTROENTER,UNITED STATES,X,,,
CELLULAR & MOLECULAR IMMUNOLOGY,CELL MOL IMMUNOL,PEOPLES R CHINA,X,,,
CELLULAR AND MOLECULAR LIFE SCIENCES,CELL MOL LIFE SCI,SWITZERLAND,X,,,
CELLULAR AND MOLECULAR NEUROBIOLOGY,CELL MOL NEUROBIOL,UNITED STATES,X,,,
CELLULAR ONCOLOGY,CELL ONCOL,NETHERLANDS,X,,,
CELLULAR POLYMERS,CELL POLYM,ENGLAND,X,,,
CELL PROLIFERATION,CELL PROLIFERAT,PEOPLES R CHINA,X,,,
CELL REPORTS,CELL REP,UNITED STATES,X,,,
CELL REPORTS MEDICINE,CELL REP MED,UNITED STATES,X,,,
CELL REPORTS PHYSICAL SCIENCE,CELL REP PHYS SCI,UNITED STATES,X,,,
CELLULAR REPROGRAMMING,CELL REPROGRAM,UNITED STATES,X,,,
CELL RESEARCH,CELL RES,PEOPLES R CHINA,X,,,
CELLULAR SIGNALLING,CELL SIGNAL,UNITED STATES,X,,,
CELL STEM CELL,CELL STEM CELL,UNITED STATES,X,,,
CELL STRESS,CELL STRESS,AUSTRIA,,,,X
CELL STRESS & CHAPERONES,CELL STRESS CHAPERON,NETHERLANDS,X,,,
CELL STRUCTURE AND FUNCTION,CELL STRUCT FUNCT,JAPAN,X,,,
CELL SYSTEMS,CELL SYST,UNITED STATES,X,,,
CELL AND TISSUE BANKING,CELL TISSUE BANK,NETHERLANDS,X,,,
CELL AND TISSUE RESEARCH,CELL TISSUE RES,GERMANY,X,,,
CELL TRANSPLANTATION,CELL TRANSPLANT,UNITED STATES,X,,,
CELLS & DEVELOPMENT,CELLS DEV,NETHERLANDS,X,,,
CELLS TISSUES ORGANS,CELLS TISSUES ORGANS,SWITZERLAND,X,,,
CELLS,CELLS-BASEL,SWITZERLAND,X,,,
CELLULOSE,CELLULOSE,NETHERLANDS,X,,,
CEMENT WAPNO BETON,CEM WAPNO BETON,POLAND,X,,,
CEMENT & CONCRETE COMPOSITES,CEMENT CONCRETE COMP,ENGLAND,X,,,
CEMENT AND CONCRETE RESEARCH,CEMENT CONCRETE RES,ENGLAND,X,,,
CEN CASE REPORTS,CEN CASE REP,JAPAN,,,,X
CENTRO AGRICOLA,CENT AGRIC,CUBA,,,,X
CENTRAL ASIAN JOURNAL OF GLOBAL HEALTH,CENT ASIAN J GLOB HE,KAZAKHSTAN,,,,X
CENTRAL ASIAN SURVEY,CENT ASIAN SURV,ENGLAND,,X,,
CENTRAL ASIATIC JOURNAL,CENT ASIATIC J,GERMANY,,,X,
CENTRAL BANK REVIEW,CENT BANK REV,TURKEY,,,,X
CENTRAL AND EASTERN EUROPEAN MIGRATION REVIEW,CENT E EUR MIGR REV,POLAND,,,,X
CENTRAL EUROPE,CENT EUR,ENGLAND,,,X,
CENTRAL EUROPEAN BUSINESS REVIEW,CENT EUR BUS REV,CZECH REPUBLIC,,,,X
CENTRAL EUROPEAN HISTORY,CENT EUR HIST,UNITED STATES,,X,X,
CENTRAL EUROPEAN JOURNAL OF COMMUNICATION,CENT EUR J COMMUN,POLAND,,,,X
CENTRAL EUROPEAN JOURNAL OF ECONOMIC MODELLING AND ECONOMETRICS,CENT EUR J ECONOM MO,POLAND,,,,X
CENTRAL EUROPEAN JOURNAL OF ENERGETIC MATERIALS,CENT EUR J ENERG MAT,POLAND,X,,,
CENTRAL EUROPEAN JOURNAL OF IMMUNOLOGY,CENT EUR J IMMUNOL,POLAND,X,,,
CENTRAL EUROPEAN JOURNAL OF OPERATIONS RESEARCH,CENT EUR J OPER RES,GERMANY,X,,,
CENTRAL EUROPEAN JOURNAL OF PUBLIC HEALTH,CENT EUR J PUBL HEAL,CZECH REPUBLIC,X,X,,
CENTRAL EUROPEAN JOURNAL OF UROLOGY,CENT EUR J UROL,POLAND,,,,X
CENTRAL EUROPEAN MANAGEMENT JOURNAL,CENT EUR MANAG J,POLAND,,,,X
CENTRAL EUROPEAN PUBLIC ADMINISTRATION REVIEW,CENT EUR PUBLIC ADM,SLOVENIA,,,,X
CENTRAL EUROPEAN FORESTRY JOURNAL,CENT EURO FOR J,SLOVAKIA,,,,X
CENTAURUS,CENTAURUS,ENGLAND,X,X,X,
CEPAL REVIEW,CEPAL REV,CHILE,,X,,
CEPHALALGIA,CEPHALALGIA,NORWAY,X,,,
CERAMICS INTERNATIONAL,CERAM INT,ENGLAND,X,,,
CERAMICS-ART AND PERCEPTION,CERAMICS-ART PERCEPT,AUSTRALIA,,,X,
CERAMICS-SWITZERLAND,CERAMICS-BASEL,SWITZERLAND,,,,X
CERAMICS-SILIKATY,CERAM-SILIKATY,CZECH REPUBLIC,X,,,
CERCLES-REVISTA D HISTORIA CULTURAL,CERCLES-REV HIST CUL,SPAIN,,,,X
CERCLES-REVUE PLURIDISCIPLINAIRE DU MONDE ANGLOPHONE,CERCLES-REV PLUR MON,FRANCE,,,,X
CEREAL CHEMISTRY,CEREAL CHEM,UNITED STATES,X,,,
CEREAL RESEARCH COMMUNICATIONS,CEREAL RES COMMUN,GERMANY,X,,,
CEREBRAL CORTEX,CEREB CORTEX,UNITED STATES,X,,,
CEREBELLUM,CEREBELLUM,UNITED STATES,X,,,
CEREBROVASCULAR DISEASES,CEREBROVASC DIS,UNITED STATES,X,,,
CEREBROVASCULAR DISEASES EXTRA,CEREBROVASC DIS EXTR,SWITZERLAND,,,,X
CERNE,CERNE,BRAZIL,X,,,
CESKA GYNEKOLOGIE-CZECH GYNAECOLOGY,CES GYNEKOL,CZECH REPUBLIC,,,,X
CESIFO ECONOMIC STUDIES,CESIFO ECON STUD,ENGLAND,,X,,
CESKA LITERATURA,CESK LIT,CZECH REPUBLIC,,,X,
CESKOSLOVENSKA PSYCHOLOGIE,CESK PSYCHOL,CZECH REPUBLIC,,X,,
CESKA A SLOVENSKA NEUROLOGIE A NEUROCHIRURGIE,CESK SLOV NEUROL N,CZECH REPUBLIC,X,,,
CEYLON MEDICAL JOURNAL,CEYLON MED J,SRI LANKA,,,,X
CHALCOGENIDE LETTERS,CHALCOGENIDE LETT,ROMANIA,X,,,
CHALLENGES IN SUSTAINABILITY,CHALL SUSTAIN,SWITZERLAND,,,,X
CHAMP PENAL-PENAL FIELD,CHAMP PENAL,FRANCE,,,,X
CHANGING ENGLISH-STUDIES IN CULTURE AND EDUCATION,CHANG ENGL,ENGLAND,,,,X
CHANGING SOCIETIES & PERSONALITIES,CHANG SOC PERSONAL,RUSSIA,,,,X
CHANNELS,CHANNELS,UNITED STATES,X,,,
CHAOS,CHAOS,UNITED STATES,X,,,
CHAOS SOLITONS & FRACTALS,CHAOS SOLITON FRACT,ENGLAND,X,,,
CHASQUI-REVISTA LATINOAMERICANA DE COMUNICACION,CHASQUI-REV LAT COM,ECUADOR,,,,X
CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA,CHASQUI-REV LIT LAT,UNITED STATES,,,X,
CHAUCER REVIEW,CHAUCER REV,UNITED STATES,,,X,
CHELONIAN CONSERVATION AND BIOLOGY,CHELONIAN CONSERV BI,UNITED STATES,X,,,
CHEMISTRY AFRICA-A JOURNAL OF THE TUNISIAN CHEMICAL SOCIETY,CHEM AFR,TUNISIA,,,,X
CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,CHEM BIOCHEM ENG Q,CROATIA,X,,,
CHEMISTRY & BIODIVERSITY,CHEM BIODIVERS,GERMANY,X,,,
CHEMICAL BIOLOGY & DRUG DESIGN,CHEM BIOL DRUG DES,DENMARK,X,,,
CHEMICAL AND BIOLOGICAL TECHNOLOGIES IN AGRICULTURE,CHEM BIOL TECHNOL AG,ENGLAND,X,,,
CHEMISTRY & CHEMICAL TECHNOLOGY,CHEM CHEM TECHOL,UKRAINE,,,,X
CHEMICAL COMMUNICATIONS,CHEM COMMUN,ENGLAND,X,,,
CHEMISTRY AND ECOLOGY,CHEM ECOL,ENGLAND,X,,,
CHEMISTRY EDUCATION RESEARCH AND PRACTICE,CHEM EDUC RES PRACT,ENGLAND,X,X,,
CHEMICAL ENGINEERING COMMUNICATIONS,CHEM ENG COMMUN,UNITED STATES,X,,,
CHEMICAL ENGINEERING JOURNAL,CHEM ENG J,SWITZERLAND,X,,,
CHEMICAL & ENGINEERING NEWS,CHEM ENG NEWS,UNITED STATES,X,,,
CHEMICAL ENGINEERING AND PROCESSING-PROCESS INTENSIFICATION,CHEM ENG PROCESS,SWITZERLAND,X,,,
CHEMICAL ENGINEERING PROGRESS,CHEM ENG PROG,UNITED STATES,X,,,
CHEMICAL ENGINEERING RESEARCH & DESIGN,CHEM ENG RES DES,ENGLAND,X,,,
CHEMICAL ENGINEERING SCIENCE,CHEM ENG SCI,UNITED STATES,X,,,
CHEMICAL ENGINEERING & TECHNOLOGY,CHEM ENG TECHNOL,GERMANY,X,,,
CHEMICAL GEOLOGY,CHEM GEOL,NETHERLANDS,X,,,
CHEMISTRY OF HETEROCYCLIC COMPOUNDS,CHEM HETEROCYCL COM+,LATVIA,X,,,
CHEMICAL INDUSTRY & CHEMICAL ENGINEERING QUARTERLY,CHEM IND CHEM ENG Q,SERBIA,X,,,
CHEMISTRY & INDUSTRY,CHEM IND-LONDON,ENGLAND,X,,,
CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,CHEM J CHINESE U,PEOPLES R CHINA,X,,,
CHEMISTRY JOURNAL OF MOLDOVA,CHEM J MOLD,MOLDOVA,,,,X
CHEMISTRY LETTERS,CHEM LETT,JAPAN,X,,,
CHEMICKE LISTY,CHEM LISTY,CZECH REPUBLIC,X,,,
CHEMISTRY OF MATERIALS,CHEM MATER,UNITED STATES,X,,,
CHEMICAL METHODOLOGIES,CHEM METHODOL,IRAN,,,,X
CHEMISTRY OF NATURAL COMPOUNDS,CHEM NAT COMPD+,UZBEKISTAN,X,,,
CHEMICAL PAPERS,CHEM PAP,SLOVAKIA,X,,,
CHEMICAL AND PETROLEUM ENGINEERING,CHEM PETROL ENG+,RUSSIA,,,,X
CHEMICAL & PHARMACEUTICAL BULLETIN,CHEM PHARM BULL,JAPAN,X,,,
CHEMICAL PHYSICS,CHEM PHYS,NETHERLANDS,X,,,
CHEMICAL PHYSICS LETTERS,CHEM PHYS LETT,NETHERLANDS,X,,,
CHEMISTRY AND PHYSICS OF LIPIDS,CHEM PHYS LIPIDS,NETHERLANDS,X,,,
CHEMICAL AND PROCESS ENGINEERING-INZYNIERIA CHEMICZNA I PROCESOWA,CHEM PROCESS ENG-INZ,POLAND,X,,,
CHEMICAL PRODUCT AND PROCESS MODELING,CHEM PROD PROCESS MO,GERMANY,,,,X
CHEMICAL RECORD,CHEM REC,GERMANY,X,,,
CHEMICAL RESEARCH IN CHINESE UNIVERSITIES,CHEM RES CHINESE U,PEOPLES R CHINA,X,,,
CHEMICAL RESEARCH IN TOXICOLOGY,CHEM RES TOXICOL,UNITED STATES,X,,,
CHEMICAL REVIEWS,CHEM REV,UNITED STATES,X,,,
CHEMICAL SCIENCE,CHEM SCI,ENGLAND,X,,,
CHEMICAL SENSES,CHEM SENSES,FRANCE,X,,,
CHEMICAL SOCIETY REVIEWS,CHEM SOC REV,ENGLAND,X,,,
CHEMISTRY FOR SUSTAINABLE DEVELOPMENT,CHEM SUSTAIN DEV,RUSSIA,,,,X
CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,CHEM TECH FUELS OIL+,RUSSIA,X,,,
CHEMIE IN UNSERER ZEIT,CHEM UNSERER ZEIT,GERMANY,X,,,
CHEMISTRY-AN ASIAN JOURNAL,CHEM-ASIAN J,GERMANY,X,,,
CHEM-BIO INFORMATICS JOURNAL,CHEM-BIO INFORM J,JAPAN,,,,X
CHEMBIOCHEM,CHEMBIOCHEM,GERMANY,X,,,
CHEMBIOENG REVIEWS,CHEMBIOENG REV,GERMANY,X,,,
CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,NETHERLANDS,X,,,
CHEMCATCHEM,CHEMCATCHEM,GERMANY,X,,,
CHEMISTRY-DIDACTICS-ECOLOGY-METROLOGY,CHEM-DIDACT-ECOL-MET,POLAND,,,,X
CHEMELECTROCHEM,CHEMELECTROCHEM,GERMANY,X,,,
CHEMENGINEERING,CHEMENGINEERING,SWITZERLAND,,,,X
CHEMISTRY-A EUROPEAN JOURNAL,CHEM-EUR J,GERMANY,X,,,
CHEMIJA,CHEMIJA,LITHUANIA,X,,,
CHEMIE INGENIEUR TECHNIK,CHEM-ING-TECH,GERMANY,X,,,
CHEMISTRY-SWITZERLAND,CHEMISTRY-BASEL,SWITZERLAND,,,,X
CHEMISTRYOPEN,CHEMISTRYOPEN,GERMANY,X,,,
CHEMISTRYSELECT,CHEMISTRYSELECT,GERMANY,X,,,
CHEMKON,CHEMKON,GERMANY,,,,X
CHEMMEDCHEM,CHEMMEDCHEM,GERMANY,X,,,
CHEMNANOMAT,CHEMNANOMAT,GERMANY,X,,,
CHEMOECOLOGY,CHEMOECOLOGY,SWITZERLAND,X,,,
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,CHEMOMETR INTELL LAB,NETHERLANDS,X,,,
CHEMOSENSORY PERCEPTION,CHEMOSENS PERCEPT,UNITED STATES,X,,,
CHEMOSENSORS,CHEMOSENSORS,SWITZERLAND,X,,,
CHEMOSPHERE,CHEMOSPHERE,ENGLAND,X,,,
CHEMOTHERAPY,CHEMOTHERAPY,SWITZERLAND,X,,,
CHEMPHOTOCHEM,CHEMPHOTOCHEM,GERMANY,X,,,
CHEMPHYSCHEM,CHEMPHYSCHEM,GERMANY,X,,,
CHEMPLUSCHEM,CHEMPLUSCHEM,GERMANY,X,,,
CHEMSUSCHEM,CHEMSUSCHEM,GERMANY,X,,,
CHEMTEXTS,CHEMTEXTS,GERMANY,,,,X
CHEM,CHEM-US,UNITED STATES,X,,,
CHEST,CHEST,UNITED STATES,X,,,
CHIANG MAI JOURNAL OF SCIENCE,CHIANG MAI J SCI,THAILAND,X,,,
CHICAGO REVIEW,CHICAGO REV,UNITED STATES,,,X,
CHILEAN JOURNAL OF AGRICULTURAL RESEARCH,CHIL J AGR RES,CHILE,X,,,
CHILEAN JOURNAL OF AGRICULTURAL & ANIMAL SCIENCES,CHIL J AGRIC ANIM SC,CHILE,,,,X
CHILEAN JOURNAL OF STATISTICS,CHIL J STAT,CHILE,,,,X
CHILD ABUSE & NEGLECT,CHILD ABUSE NEGLECT,UNITED STATES,,X,,
CHILD ABUSE REVIEW,CHILD ABUSE REV,ENGLAND,,X,,
CHILD AND ADOLESCENT MENTAL HEALTH,CHILD ADOL MENT H-UK,ENGLAND,X,X,,
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,CHILD ADOL PSYCH CL,UNITED STATES,,X,,
CHILD AND ADOLESCENT PSYCHIATRY AND MENTAL HEALTH,CHILD ADOL PSYCH MEN,ENGLAND,X,X,,
CHILD AND ADOLESCENT SOCIAL WORK JOURNAL,CHILD ADOLESC SOC WO,UNITED STATES,,X,,
CHILD CARE HEALTH AND DEVELOPMENT,CHILD CARE HLTH DEV,ENGLAND,X,X,,
CHILD DEVELOPMENT,CHILD DEV,UNITED STATES,,X,,
CHILD DEVELOPMENT PERSPECTIVES,CHILD DEV PERSPECT,UNITED STATES,,X,,
CHILD & FAMILY BEHAVIOR THERAPY,CHILD FAM BEHAV THER,ENGLAND,,X,,
CHILD & FAMILY SOCIAL WORK,CHILD FAM SOC WORK,ENGLAND,,X,,
CHILDRENS GEOGRAPHIES,CHILD GEOGR,ENGLAND,,X,,
CHILDRENS HEALTH CARE,CHILD HEALTH CARE,UNITED STATES,,X,,
CHILD INDICATORS RESEARCH,CHILD INDIC RES,NETHERLANDS,,X,,
CHILD LANGUAGE TEACHING & THERAPY,CHILD LANG TEACH THE,ENGLAND,,X,X,
CHILDRENS LITERATURE,CHILD LIT,UNITED STATES,,,,X
CHILDRENS LITERATURE ASSOCIATION QUARTERLY,CHILD LIT ASSOC Q,UNITED STATES,,,,X
CHILDRENS LITERATURE IN EDUCATION,CHILD LIT EDUC,NETHERLANDS,,,X,
CHILD MALTREATMENT,CHILD MALTREATMENT,UNITED STATES,,X,,
CHILDS NERVOUS SYSTEM,CHILD NERV SYST,GERMANY,X,,,
CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOL,NETHERLANDS,X,,,
CHILDHOOD OBESITY,CHILD OBES,UNITED STATES,X,,,
CHILDHOOD AND PHILOSOPHY,CHILD PHILOS,BRAZIL,,,,X
CHILD PSYCHIATRY & HUMAN DEVELOPMENT,CHILD PSYCHIAT HUM D,UNITED STATES,,X,,
CHILDREN & SCHOOLS,CHILD SCH,ENGLAND,,,,X
CHILDREN & SOCIETY,CHILD SOC,ENGLAND,,X,,
CHILD & YOUTH CARE FORUM,CHILD YOUTH CARE FOR,UNITED STATES,,X,,
CHILD & YOUTH SERVICES,CHILD YOUTH SERV,UNITED STATES,,,,X
CHILDREN AND YOUTH SERVICES REVIEW,CHILD YOUTH SERV REV,UNITED STATES,,X,,
CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,CHILDHOOD,ENGLAND,,X,,
CHILDREN-BASEL,CHILDREN-BASEL,SWITZERLAND,X,,,
CHIMIA,CHIMIA,SWITZERLAND,X,,,
CHINESE ARCHAEOLOGY,CHIN ARCHAEOL,PEOPLES R CHINA,,,,X
CHINESE CLINICAL ONCOLOGY,CHIN CLIN ONCOL,HONG KONG,,,,X
CHINESE ECONOMY,CHIN ECON,UNITED STATES,,,,X
CHINESE HERBAL MEDICINES,CHIN HERB MED,SINGAPORE,,,,X
CHINESE HISTORICAL REVIEW,CHIN HIST REV,ENGLAND,,,,X
CHINESE JOURNAL OF APPLIED LINGUISTICS,CHIN J APPL LINGUIST,PEOPLES R CHINA,,,,X
CHINESE JOURNAL OF CHROMATOGRAPHY,CHIN J CHROMATOGR,PEOPLES R CHINA,,,,X
CHINESE JOURNAL OF COMMUNICATION,CHIN J COMMUN,ENGLAND,,X,,
CHINESE JOURNAL OF COMPARATIVE LAW,CHIN J COMP LAW,ENGLAND,,,,X
CHINESE JOURNAL OF DENTAL RESEARCH,CHIN J DENT RES,ENGLAND,,,,X
CHINESE JOURNAL OF INTERNATIONAL LAW,CHIN J INT LAW,ENGLAND,,X,,
CHINESE JOURNAL OF INTERNATIONAL POLITICS,CHIN J INT POLIT,PEOPLES R CHINA,,X,,
CHINESE JOURNAL OF INTEGRATIVE MEDICINE,CHIN J INTEGR MED,PEOPLES R CHINA,X,,,
CHINESE JOURNAL OF LASERS-ZHONGGUO JIGUANG,CHIN J LASERS,PEOPLES R CHINA,,,,X
CHINESE JOURNAL OF LIQUID CRYSTALS AND DISPLAYS,CHIN J LIQ CRYST DIS,PEOPLES R CHINA,,,,X
CHINESE JOURNAL OF MECHANICAL ENGINEERING,CHIN J MECH ENG-EN,PEOPLES R CHINA,X,,,
CHINESE JOURNAL OF NATURAL MEDICINES,CHIN J NAT MEDICINES,PEOPLES R CHINA,X,,,
CHINESE JOURNAL OF TRAUMATOLOGY,CHIN J TRAUMATOL,PEOPLES R CHINA,,,,X
CHINESE JOURNAL OF URBAN AND ENVIRONMENTAL STUDIES,CHIN J URBAN ENV STU,SINGAPORE,,,,X
CHINESE LANGUAGE AND DISCOURSE,CHIN LANG DISCOURSE,NETHERLANDS,,,,X
CHINESE LITERATURE TODAY,CHIN LIT TODAY,UNITED STATES,,,,X
CHINESE MANAGEMENT STUDIES,CHIN MANAG STUD,ENGLAND,,X,,
CHINESE MEDICINE,CHIN MED-UK,ENGLAND,X,,,
CHINESE OPTICS,CHIN OPT,PEOPLES R CHINA,,,,X
CHINESE OPTICS LETTERS,CHIN OPT LETT,PEOPLES R CHINA,X,,,
CHINESE POLITICAL SCIENCE REVIEW,CHIN POLITICAL SCI R,SINGAPORE,,,,X
CHINESE PUBLIC ADMINISTRATION REVIEW,CHIN PUB ADM REV-US,UNITED STATES,,,,X
CHINESE SCIENCE BULLETIN-CHINESE,CHIN SCI B-CHIN,PEOPLES R CHINA,,,,X
CHINESE SEMIOTIC STUDIES,CHIN SEMIOT STUD,PEOPLES R CHINA,,,,X
CHINESE SPACE SCIENCE AND TECHNOLOGY,CHIN SPACE SCI TECHN,PEOPLES R CHINA,,,,X
CHINA AGRICULTURAL ECONOMIC REVIEW,CHINA AGR ECON REV,ENGLAND,X,X,,
CHINA CDC WEEKLY,CHINA CDC WEEKLY,PEOPLES R CHINA,,,,X
CHINA COMMUNICATIONS,CHINA COMMUN,PEOPLES R CHINA,X,,,
CHINA ECONOMIC JOURNAL,CHINA ECON J,ENGLAND,,,,X
CHINA ECONOMIC REVIEW,CHINA ECON REV,UNITED STATES,,X,,
CHINA FINANCE REVIEW INTERNATIONAL,CHINA FINANC REV INT,ENGLAND,,,,X
CHINA FOUNDRY,CHINA FOUNDRY,PEOPLES R CHINA,X,,,
CHINA GEOLOGY,CHINA GEOL,PEOPLES R CHINA,,,,X
